Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
"I seek only a spiritual teacher who knows how to reach truth."" III One night, in the midst of his supplication, Shems-ed-din was bitterly troubled.",,The Whirling Ecstacy,,Unknown,,The Whirling Ecstacy,147,,61.25,
"The flame of divine love spread to the different corners of the earth, whose dwellers turned their faces towards our Master.",,The Whirling Ecstacy,,Unknown,,The Whirling Ecstacy,124,,61.0,
The application of Will in magick is used to let whatever spirits you are conjuring know your inner workings.,,The Will By Rev. S. Nagash,,Unknown,,The Will By Rev. S. Nagash,109,,57.25,
It is the power you have to control your mind to work ritual without fear.,,The Will By Rev. S. Nagash,,Unknown,,The Will By Rev. S. Nagash,74,,56.5,
"It is an all encompassing thought process that, when used properly, you can accomplish anything.",,The Will By Rev. S. Nagash,,Unknown,,The Will By Rev. S. Nagash,96,,56.0,
The methods of Chaos Magick are based within the theories of the universe being subject to those who may open and use the mind on nume rous levels.,,The Witch Cult of Zos vel Thanatos,,Unknown,,The Witch Cult of Zos vel Thanatos,147,,69.25,
The language of the fallen angels and those w ho would seek the Promethean Light of knowledge and wisdom is inherent also with in us.,,The Witch Cult of Zos vel Thanatos,,Unknown,,The Witch Cult of Zos vel Thanatos,133,,65.25,
It demands a mind which is able to understand the fragile nature of being what is known as “I” and what our potential of growth is.,,The Witch Cult of Zos vel Thanatos,,Unknown,,The Witch Cult of Zos vel Thanatos,131,,64.75,
"And being asked by the judge whether the place within the Hill, which he called a Hall, were light or dark, he said indifferent, as it is with us in the twilight;",,The Witchcult in Western Europe,,Unknown,,The Witchcult in Western Europe,162,,67.5,
"Bodin and Boguet, each writing from his own knowledge of the subject, give very similar accounts, Bodin's being the more detailed.",,The Witchcult in Western Europe,,Unknown,,The Witchcult in Western Europe,130,,66.5,
"The profession of the witch−religion being hereditary, it is not uncommon to find that the familiar descended from mother to daughter.",,The Witchcult in Western Europe,,Unknown,,The Witchcult in Western Europe,134,,65.5,
"There should be balance of powers not only in the social and economic levels, but also in the mind and soul.",,The Yoga System,,Unknown,,The Yoga System,108,,69.0,
"Yoga is, therefore, spiritual, superphysical or supermaterial, because materiality is shed in its achievement, and consciousness reigns supreme.",,The Yoga System,,Unknown,,The Yoga System,144,,68.0,
"The individual begins with the body, but there are m any things within the body, as there are in the physical cosmos.",,The Yoga System,,Unknown,,The Yoga System,117,,65.25,
"MahËdeva, NËtha of the whole cosmos, cause of creation, maintenance and destruction, you have spoken of the acts relating to VÌrasËdhana.",,The Yoni Tantra,,Unknown,,The Yoni Tantra,137,,68.25,
"Many Western commentators have alleged that the ‘‘secret sËdhana’’ was veiled by a twilight language, but the Yoni Tantra explodes this myth.",,The Yoni Tantra,,Unknown,,The Yoni Tantra,141,,64.75,
This ‘‘Mahachina’’ is often encountered in tantrik texts----it seems to refer to 4 The Yoni Tantra the regions bordering Tibet and China.,,The Yoni Tantra,,Unknown,,The Yoni Tantra,137,,64.25,
"Metamorphoses by  Death Posture  by  Zeno of Elea  Powers of visualization, self-discipline and concentration are the qualities necessary.",,The Zoetic Grimoire of Zos (1),,Unknown,,The Zoetic Grimoire of Zos (1),146,,69.5,
"Ceremony and Ritual are the matrices of form and order, the thesis being that by the act of as if the wish is fleshed when magically charged.",,The Zoetic Grimoire of Zos (1),,Unknown,,The Zoetic Grimoire of Zos (1),141,,64.75,
I believe it is possible to forecast the kind of life after death and the nature of one s fresh becomings.,,The Zoetic Grimoire of Zos (1),,Unknown,,The Zoetic Grimoire of Zos (1),106,,64.5,
"Metamorphoses by  Death Posture  by  Zeno of Elea  Powers of visualization, self-discipline and concentration are the qualities necessary.",,The Zoetic Grimoire of Zos,,Unknown,,The Zoetic Grimoire of Zos,146,,69.5,
"Ceremony and Ritual are the matrices of form and order, the thesis being that by the act of as if the wish is fleshed when magically charged.",,The Zoetic Grimoire of Zos,,Unknown,,The Zoetic Grimoire of Zos,141,,64.75,
I believe it is possible to forecast the kind of life after death and the nature of one s fresh becomings.,,The Zoetic Grimoire of Zos,,Unknown,,The Zoetic Grimoire of Zos,106,,64.5,
"As a monsignor and parson, during most of my life, now retired, and without being excommunicated, though silenced.",,The vaticans finances,,Unknown,,The vaticans finances,114,,66.5,
"For the invisible things of Hi m (God) from the creation of the world are clearly se en, being understood by the things that are made, even his eternal power and Godhead;",,The vaticans finances,,Unknown,,The vaticans finances,170,,65.5,
"The Vatican always uses her scholastic language and irrational philosophies to justify the injustifiable, that is, to cover up her robberies.",,The vaticans finances,,Unknown,,The vaticans finances,141,,62.75,
"In this inferno and darkened place does the spirit test itself, and is either illuminated and empowered by fire or consumed by it.",,The20Shadowed20Ones,,Unknown,,The20Shadowed20Ones,130,,66.5,
"Listen well to your consciousness and seek to expand it, never unify your divine being in a faith not heeded by the instincts of yourself.",,The20Shadowed20Ones,,Unknown,,The20Shadowed20Ones,138,,66.5,
"By balance of the mind and heart can you seek to become like Azazel, who came forth from the void of chaos and created a form of Order.",,The20Shadowed20Ones,,Unknown,,The20Shadowed20Ones,135,,65.75,
"This I command thee spirit (name of spirit) by all the words of power in totality Ebelias, Lauthor, Iditasita, Hechiomelle, Alpha et Omega.",,TheBlackRaven,,Unknown,,TheBlackRaven,139,,62.75,
This serves against all spirits and evil beings. When you put it on a place they have to leave it. Engrave it on lead in the hour of Jupiter.,,TheBlackRaven,,Unknown,,TheBlackRaven,141,,60.75,
I should keep body and health in good health without any weakness until I will have finished my set time of life.,,TheBlackRaven,,Unknown,,TheBlackRaven,113,,60.25,
"Warriors say that the energy of the realm of inorganic beings is female, as is the predominant energy of the Universe at-large.",,ThePATH,,Unknown,,ThePATH,127,,71.75,
"Warriors say that without performing these excercises, one’s lucid dreams will take place exclusively within phan- tasmagorical constructs of the mind.",,ThePATH,,Unknown,,ThePATH,151,,70.25,
"Open your mind to the possibility that there is an energy that permeates the Universe and that this energy is aware, intelligent and creative in nature.",,ThePATH,,Unknown,,ThePATH,152,,70.0,
"for it is fitting, that before the rising of the Sun, there should appear and break forth Aurora, or some clearness, or divine light in the sky;",,TheRosicrucianManifestos,,Unknown,,TheRosicrucianManifestos,144,,64.0,
"And moreover, excellent wits ought not to be drawn to the tincture of metals, before they be exercised well in the knowledge of Nature.",,TheRosicrucianManifestos,,Unknown,,TheRosicrucianManifestos,135,,61.75,
"so that finally Man might thereby understand his own Nobleness and W orth, and why he is called Microcosmus, and how far his knowledge extendeth in Nature.",,TheRosicrucianManifestos,,Unknown,,TheRosicrucianManifestos,155,,61.25,
"for without the Divine spark, which speaks from the inmost recesses of the soul, we shall remain in spiritual darkness all our natural life.",,The Entered Apprentice Handbook - J.S.M. Ward,,Unknown,,The_Entered_Apprentice_Handbook_-_J.S.M._Ward,140,,81.0,
"represents the Spirit, the Divine Spark within u s, ever striving for the light, never truly separated from the divine source of its being.",,The Entered Apprentice Handbook - J.S.M. Ward,,Unknown,,The_Entered_Apprentice_Handbook_-_J.S.M._Ward,139,,74.75,
"But in the nature of Man he represents the Soul, which alone enables the Spirit to raise the body towards divine things.",,The Entered Apprentice Handbook - J.S.M. Ward,,Unknown,,The_Entered_Apprentice_Handbook_-_J.S.M._Ward,120,,72.0,
"be violated without jeopardizing our m oral and spiritual well-being, thus endangering our preservation, (or which purpose they exist.",,The Fellow Crafts Handbook - J.S.M. Ward,,Unknown,,The_Fellow_Crafts_Handbook_-_J.S.M._Ward,134,,71.5,
"calls on the Divine Spirit, represented by the W.M., for help, but as in the former degree, is told that it is the Soul that must instruct the C.",,The Fellow Crafts Handbook - J.S.M. Ward,,Unknown,,The_Fellow_Crafts_Handbook_-_J.S.M._Ward,145,,67.75,
"Spiritually interpreted this would mean that the God of Life and Light, Iacchus, descended into the womb of chaos and brought forth Life.",,The Fellow Crafts Handbook - J.S.M. Ward,,Unknown,,The_Fellow_Crafts_Handbook_-_J.S.M._Ward,137,,66.25,
"s progress towards the center is through alternate experiences of good and evil, darkness and light, mercy and severity, life and death.",,The Master Masons Handbook - J.S.M. Ward,,Unknown,,The_Master_Masons_Handbook_-_J.S.M._Ward,136,,78.0,
"Thus the spirit acknowledges that death is a step forward. It has freed the soul of the trammels imposed on it by the body, and so our life",,The Master Masons Handbook - J.S.M. Ward,,Unknown,,The_Master_Masons_Handbook_-_J.S.M._Ward,139,,73.75,
"He next satisfies the S.W., representing the Soul, that he has benefited b y the lessons of life and acquired intellectual knowledge.",,The Master Masons Handbook - J.S.M. Ward,,Unknown,,The_Master_Masons_Handbook_-_J.S.M._Ward,133,,71.25,
"Daemons are natural laws, powers observable in man or in the cosmos which cannot be understood or explained by science/logic.",,Theatre of Magick,,Unknown,,Theatre of Magick,125,,71.25,
"The Theatre of Magick 6 Loyola’s conception of duality consists of Chaos and Cosmos, these terms being expressive of states of mind.",,Theatre of Magick,,Unknown,,Theatre of Magick,132,,71.0,
"Knowledge is duality, an extension of monistic consciousness, a willed appreciation of one’s relationship with everything that is not self.",,Theatre of Magick,,Unknown,,Theatre of Magick,139,,70.75,
"For as the soul is the bond of the spirit, so the body must also join to itself the soul, which can only be after putrefaction;",,Theatre of Terrestrial Astronomy,,Unknown,,Theatre of Terrestrial Astronomy,127,,61.75,
"As the Mercury becomes white, our white Sulphur becomes incombustible, containing the poison, whose whiteness is like the whiteness of alabaster.",,Theatre of Terrestrial Astronomy,,Unknown,,Theatre of Terrestrial Astronomy,145,,61.75,
"secondly, of the mutual conversion of elements, and how through the predominance of one element the substance of metals is generated;",,Theatre of Terrestrial Astronomy,,Unknown,,Theatre of Terrestrial Astronomy,133,,61.25,
